{'model': 'jrr', 'n_samples': 10000, 'dim_x': 10, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 1, 'result_error_in_all': 0.9947387310222118, 'result_error_out_all': 0.9992323486745183, 'result_error_in_mask': 0.9947387310222118, 'result_error_out_mask': 0.9992323486745183, 'result_false_positives': 0.0, 'result_false_negatives': 0.2}
{'model': 'oracle', 'n_samples': 100, 'dim_x': 100, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 5, 'result_error_in_all': 1.0278305051016223, 'result_error_out_all': 1.0071469847088916, 'result_error_in_mask': 1.0278305051016223, 'result_error_out_mask': 1.0071469847088916, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 10000, 'dim_x': 50, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 7, 'result_error_in_all': 0.9991338271100468, 'result_error_out_all': 0.9996925731350184, 'result_error_in_mask': 0.9991338271100468, 'result_error_out_mask': 0.9996925731350184, 'result_false_positives': 0.02, 'result_false_negatives': 0.0}
{'model': 'ols', 'n_samples': 1000, 'dim_x': 10, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 8, 'result_error_in_all': 0.9991296771215027, 'result_error_out_all': 0.9997442405292878, 'result_error_in_mask': 0.9999707888942962, 'result_error_out_mask': 1.000117354463281, 'result_false_positives': 0.2, 'result_false_negatives': 0.4}
{'model': 'jrr', 'n_samples': 1000, 'dim_x': 10, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 6, 'result_error_in_all': 0.9977998438091696, 'result_error_out_all': 1.0018148881059248, 'result_error_in_mask': 0.9977998438091696, 'result_error_out_mask': 1.0018148881059248, 'result_false_positives': 0.0, 'result_false_negatives': 0.3}
{'model': 'ols', 'n_samples': 1000, 'dim_x': 50, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 9, 'result_error_in_all': 1.0009827665591917, 'result_error_out_all': 1.0001002286424783, 'result_error_in_mask': 1.0005153123124433, 'result_error_out_mask': 1.0002340499889617, 'result_false_positives': 0.16, 'result_false_negatives': 0.06}
{'model': 'oracle', 'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 7, 'result_error_in_all': 1.0075012981948035, 'result_error_out_all': 1.015573875577789, 'result_error_in_mask': 1.0075012981948035, 'result_error_out_mask': 1.015573875577789, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 5, 'result_error_in_all': 1.0403621834111887, 'result_error_out_all': 2.6105830454414587, 'result_error_in_mask': 1.0403621834111663, 'result_error_out_mask': 2.610583045441453, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 7, 'result_error_in_all': 0.9999883074912341, 'result_error_out_all': 0.9999981862920684, 'result_error_in_mask': 0.9999883074912341, 'result_error_out_mask': 0.9999981862920684, 'result_false_positives': 0.5, 'result_false_negatives': 0.0}
{'model': 'ols', 'n_samples': 1000, 'dim_x': 50, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 7, 'result_error_in_all': 0.9998601276817256, 'result_error_out_all': 1.0000309238581255, 'result_error_in_mask': 1.0007225730159683, 'result_error_out_mask': 1.0001183859310787, 'result_false_positives': 0.24, 'result_false_negatives': 0.08}
{'model': 'jrr', 'n_samples': 10000, 'dim_x': 10, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 1, 'result_error_in_all': 0.9958747191446391, 'result_error_out_all': 0.997274351216844, 'result_error_in_mask': 0.9958747191446391, 'result_error_out_mask': 0.997274351216844, 'result_false_positives': 0.0, 'result_false_negatives': 0.1}
{'model': 'jrr', 'n_samples': 10000, 'dim_x': 50, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 7, 'result_error_in_all': 0.9992133573134117, 'result_error_out_all': 0.9996886896996685, 'result_error_in_mask': 0.9992133573134117, 'result_error_out_mask': 0.9996886896996685, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 0, 'result_error_in_all': 0.9998518251131963, 'result_error_out_all': 0.9999851653165446, 'result_error_in_mask': 0.9998518251131963, 'result_error_out_mask': 0.9999851653165446, 'result_false_positives': 0.22, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 100, 'dim_x': 10, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 5, 'result_error_in_all': 1.0072271291178883, 'result_error_out_all': 1.0134071208040156, 'result_error_in_mask': 1.0072271291178883, 'result_error_out_mask': 1.0134071208040156, 'result_false_positives': 0.3, 'result_false_negatives': 0.1}
{'model': 'ols', 'n_samples': 10000, 'dim_x': 100, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 2, 'result_error_in_all': 0.9997663709636833, 'result_error_out_all': 0.9999952641277063, 'result_error_in_mask': 1.000029305633195, 'result_error_out_mask': 1.0007772831010855, 'result_false_positives': 0.12, 'result_false_negatives': 0.05}
{'model': 'ols', 'n_samples': 1000, 'dim_x': 50, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 8, 'result_error_in_all': 0.9990402663847249, 'result_error_out_all': 0.9999828674321954, 'result_error_in_mask': 0.9986620006307043, 'result_error_out_mask': 0.9999420441664605, 'result_false_positives': 0.48, 'result_false_negatives': 0.04}
{'model': 'oracle', 'n_samples': 10000, 'dim_x': 10, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 3, 'result_error_in_all': 0.9950061591274377, 'result_error_out_all': 0.996159231610782, 'result_error_in_mask': 0.9950061591274382, 'result_error_out_mask': 0.996159231610782, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'ols', 'n_samples': 10000, 'dim_x': 50, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 8, 'result_error_in_all': 0.9982727510893822, 'result_error_out_all': 0.9999600359810793, 'result_error_in_mask': 0.9982918345283142, 'result_error_out_mask': 1.0000002757469622, 'result_false_positives': 0.4, 'result_false_negatives': 0.04}
{'model': 'jrr', 'n_samples': 10000, 'dim_x': 100, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 6, 'result_error_in_all': 0.9996515600903237, 'result_error_out_all': 0.9999795024077404, 'result_error_in_mask': 0.9996515600903237, 'result_error_out_mask': 0.9999795024077404, 'result_false_positives': 0.25, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 1000, 'dim_x': 50, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 0, 'result_error_in_all': 0.9999883568732268, 'result_error_out_all': 0.9999911628257606, 'result_error_in_mask': 0.9999883568732268, 'result_error_out_mask': 0.9999911628257606, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 10000, 'dim_x': 100, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 3, 'result_error_in_all': 0.9999034511375559, 'result_error_out_all': 1.0055356462685745, 'result_error_in_mask': 0.9999034511375559, 'result_error_out_mask': 1.0055356462685747, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 1000, 'dim_x': 10, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 9, 'result_error_in_all': 0.9997593619114122, 'result_error_out_all': 0.9999392623342511, 'result_error_in_mask': 0.9997593619114122, 'result_error_out_mask': 0.9999392623342511, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 1000, 'dim_x': 10, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 2, 'result_error_in_all': 0.9967213454875803, 'result_error_out_all': 0.9976790686053245, 'result_error_in_mask': 0.9967213454875803, 'result_error_out_mask': 0.9976790686053247, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 100, 'dim_x': 10, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 1, 'result_error_in_all': 0.9972209565906115, 'result_error_out_all': 0.9977830301150975, 'result_error_in_mask': 0.9972209565906115, 'result_error_out_mask': 0.9977830301150975, 'result_false_positives': 0.0, 'result_false_negatives': 0.2}
{'model': 'oracle', 'n_samples': 100, 'dim_x': 100, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 6, 'result_error_in_all': 0.9999850006823366, 'result_error_out_all': 1.0000026168047058, 'result_error_in_mask': 0.9999850006823366, 'result_error_out_mask': 1.0000026168047058, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 8, 'result_error_in_all': 0.9997938586933109, 'result_error_out_all': 1.00006547436445, 'result_error_in_mask': 0.9997938586933109, 'result_error_out_mask': 1.00006547436445, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 100, 'dim_x': 50, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 4, 'result_error_in_all': 0.999879036463541, 'result_error_out_all': 0.9999960152825272, 'result_error_in_mask': 0.999879036463541, 'result_error_out_mask': 0.9999960152825272, 'result_false_positives': 0.58, 'result_false_negatives': 0.02}
{'model': 'oracle', 'n_samples': 100, 'dim_x': 100, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 1, 'result_error_in_all': 0.9999964013547674, 'result_error_out_all': 1.000004266375125, 'result_error_in_mask': 0.9999964013547674, 'result_error_out_mask': 1.000004266375125, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 10000, 'dim_x': 100, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 1, 'result_error_in_all': 0.9995649986050555, 'result_error_out_all': 0.9998570329937184, 'result_error_in_mask': 0.9995649986050555, 'result_error_out_mask': 0.9998570329937184, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 9, 'result_error_in_all': 0.9994375966437726, 'result_error_out_all': 0.9999686976304532, 'result_error_in_mask': 0.9994375966437726, 'result_error_out_mask': 0.9999686976304532, 'result_false_positives': 0.18, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 100, 'dim_x': 100, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 5, 'result_error_in_all': 0.9999795182291322, 'result_error_out_all': 1.0000128133722987, 'result_error_in_mask': 0.9999795182291322, 'result_error_out_mask': 1.0000128133722987, 'result_false_positives': 0.31, 'result_false_negatives': 0.04}
{'model': 'jrr', 'n_samples': 100, 'dim_x': 10, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 2, 'result_error_in_all': 0.9999758179701167, 'result_error_out_all': 1.0000005840048762, 'result_error_in_mask': 0.9999758179701167, 'result_error_out_mask': 1.0000005840048762, 'result_false_positives': 0.2, 'result_false_negatives': 0.1}
{'model': 'ols', 'n_samples': 100, 'dim_x': 100, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 5, 'result_error_in_all': 0.9999773212397045, 'result_error_out_all': 1.0000083613168047, 'result_error_in_mask': 0.9999791475229123, 'result_error_out_mask': 1.0000046015264312, 'result_false_positives': 0.47, 'result_false_negatives': 0.03}
{'model': 'ols', 'n_samples': 10000, 'dim_x': 10, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 7, 'result_error_in_all': 0.9962410147291342, 'result_error_out_all': 0.9976293276401622, 'result_error_in_mask': 0.996118334948115, 'result_error_out_mask': 0.9962970103449079, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 10000, 'dim_x': 50, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 4, 'result_error_in_all': 0.9991423224085204, 'result_error_out_all': 0.9996352835877124, 'result_error_in_mask': 0.9991423224085209, 'result_error_out_mask': 0.9996352835877124, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 10000, 'dim_x': 100, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 5, 'result_error_in_all': 0.9998441313190769, 'result_error_out_all': 1.0020532102116764, 'result_error_in_mask': 0.9998441313190769, 'result_error_out_mask': 1.0020532102116764, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 100, 'dim_x': 50, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 2, 'result_error_in_all': 0.999991742369415, 'result_error_out_all': 0.9999973226554594, 'result_error_in_mask': 0.999991742369415, 'result_error_out_mask': 0.9999973226554594, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 1000, 'dim_x': 50, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 3, 'result_error_in_all': 0.9998319875125543, 'result_error_out_all': 0.999993926926507, 'result_error_in_mask': 0.9998319875125543, 'result_error_out_mask': 0.999993926926507, 'result_false_positives': 0.46, 'result_false_negatives': 0.04}
{'model': 'jrr', 'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 4, 'result_error_in_all': 1.036073143505593, 'result_error_out_all': 1.0080081995639893, 'result_error_in_mask': 1.036073143505593, 'result_error_out_mask': 1.008008199563989, 'result_false_positives': 0.48, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 1000, 'dim_x': 10, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 8, 'result_error_in_all': 0.998473019079241, 'result_error_out_all': 1.0289045557835388, 'result_error_in_mask': 0.998473019079241, 'result_error_out_mask': 1.0289045557835388, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 10000, 'dim_x': 100, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 8, 'result_error_in_all': 0.9995092343108736, 'result_error_out_all': 0.9998766553930675, 'result_error_in_mask': 0.9995092343108736, 'result_error_out_mask': 0.9998766553930675, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'ols', 'n_samples': 100, 'dim_x': 10, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 2, 'result_error_in_all': 0.9933613070842574, 'result_error_out_all': 0.9996466512673813, 'result_error_in_mask': 1.0094282115642004, 'result_error_out_mask': 1.0331021179394506, 'result_false_positives': 0.0, 'result_false_negatives': 0.4}
{'model': 'jrr', 'n_samples': 10000, 'dim_x': 100, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 8, 'result_error_in_all': 0.9996615446782459, 'result_error_out_all': 0.9999627385978016, 'result_error_in_mask': 0.9996615446782459, 'result_error_out_mask': 0.9999627385978016, 'result_false_positives': 0.1, 'result_false_negatives': 0.0}
{'model': 'ols', 'n_samples': 100, 'dim_x': 10, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 1, 'result_error_in_all': 1.0138057417815705, 'result_error_out_all': 1.0035560099929632, 'result_error_in_mask': 1.025367444163506, 'result_error_out_mask': 1.020872485831007, 'result_false_positives': 0.1, 'result_false_negatives': 0.3}
{'model': 'jrr', 'n_samples': 10000, 'dim_x': 50, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 3, 'result_error_in_all': 0.9991222346538555, 'result_error_out_all': 0.9997076447401303, 'result_error_in_mask': 0.9991222346538555, 'result_error_out_mask': 0.9997076447401303, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 1000, 'dim_x': 10, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 7, 'result_error_in_all': 0.9988536626417167, 'result_error_out_all': 0.9993526115438583, 'result_error_in_mask': 0.9988536626417167, 'result_error_out_mask': 0.9993526115438583, 'result_false_positives': 0.1, 'result_false_negatives': 0.1}
{'model': 'ols', 'n_samples': 100, 'dim_x': 100, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 0, 'result_error_in_all': 0.9999573616797787, 'result_error_out_all': 0.9999906339067408, 'result_error_in_mask': 0.999963171147248, 'result_error_out_mask': 0.999991865057421, 'result_false_positives': 0.49, 'result_false_negatives': 0.03}
{'model': 'oracle', 'n_samples': 1000, 'dim_x': 10, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 9, 'result_error_in_all': 1.001941292855875, 'result_error_out_all': 1.0742620608274145, 'result_error_in_mask': 1.0019412928558757, 'result_error_out_mask': 1.0742620608274145, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 10000, 'dim_x': 100, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 0, 'result_error_in_all': 1.0000361792418881, 'result_error_out_all': 1.0009885832682845, 'result_error_in_mask': 1.0000361792418881, 'result_error_out_mask': 1.0009885832682845, 'result_false_positives': 0.16, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 100, 'dim_x': 10, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 3, 'result_error_in_all': 0.9993250316933955, 'result_error_out_all': 1.0004708788480061, 'result_error_in_mask': 0.9993250316933955, 'result_error_out_mask': 1.0004708788480061, 'result_false_positives': 0.0, 'result_false_negatives': 0.3}
{'model': 'ols', 'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 4, 'result_error_in_all': 1.0418370903185217, 'result_error_out_all': 1.0092862959111566, 'result_error_in_mask': 1.0280861717418734, 'result_error_out_mask': 1.0102896605772045, 'result_false_positives': 0.08, 'result_false_negatives': 0.1}
{'model': 'oracle', 'n_samples': 100, 'dim_x': 50, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 7, 'result_error_in_all': 1.000002907492054, 'result_error_out_all': 1.0000004372084599, 'result_error_in_mask': 1.000002907492054, 'result_error_out_mask': 1.0000004372084599, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 100, 'dim_x': 10, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 1, 'result_error_in_all': 0.9999624220788945, 'result_error_out_all': 0.9999893140643641, 'result_error_in_mask': 0.9999624220788945, 'result_error_out_mask': 0.9999893140643641, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'ols', 'n_samples': 100, 'dim_x': 10, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 3, 'result_error_in_all': 0.9985587674650287, 'result_error_out_all': 0.9996256526197189, 'result_error_in_mask': 0.9991557996903851, 'result_error_out_mask': 0.9997548484830816, 'result_false_positives': 0.3, 'result_false_negatives': 0.2}
{'model': 'ols', 'n_samples': 10000, 'dim_x': 50, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 3, 'result_error_in_all': 0.9992186320101418, 'result_error_out_all': 0.9999683262231821, 'result_error_in_mask': 0.9993258598148507, 'result_error_out_mask': 1.000070087160804, 'result_false_positives': 0.36, 'result_false_negatives': 0.02}
{'model': 'jrr', 'n_samples': 1000, 'dim_x': 10, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 1, 'result_error_in_all': 0.9969103248685631, 'result_error_out_all': 1.0002739205501865, 'result_error_in_mask': 0.9969103248685633, 'result_error_out_mask': 1.0002739205501865, 'result_false_positives': 0.0, 'result_false_negatives': 0.1}
{'model': 'oracle', 'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 7, 'result_error_in_all': 1.006115512614501, 'result_error_out_all': 1.068488192915003, 'result_error_in_mask': 1.006115512614501, 'result_error_out_mask': 1.068488192915003, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
